x;y;computation time (milliseconds)
-99;1,04019464309914E-08;0
-98;6,21641000459093E-09;0
-97;-4,28793423431946E-09;0
-96;-1,15805229593656E-08;0
-95;-8,38866130674209E-09;0
-94;3,14123994896406E-09;0
-93;1,2676687127587E-08;0
-92;1,08804259988174E-08;0
-91;-1,54557157102263E-09;0
-90;-1,36259205909867E-08;0
-89;-1,37079801166884E-08;0
-88;-5,90271402856765E-10;0
-87;1,43449336834533E-08;0
-86;1,68819863696745E-08;0
-85;3,37305571677602E-09;0
-84;-1,47265009448784E-08;0
-83;-2,040452380723E-08;0
-82;-6,92797390475325E-09;0
-81;1,4632658771891E-08;0
-80;2,42648591225224E-08;0
-79;1,14020984270972E-08;0
-78;-1,38856589086851E-08;0
-77;-2,84333901623857E-08;0
-76;-1,69685460543591E-08;0
-75;1,22558142626328E-08;0
-74;3,28529081684864E-08;0
-73;2,38314736837339E-08;0
-72;-9,44499194001205E-09;0
-71;-3,74258836252702E-08;0
-70;-3,22320137161964E-08;0
-69;5,06393417669818E-09;0
-68;4,19957835591829E-08;0
-67;4,24552031879576E-08;0
-66;1,39928969892794E-09;0
-65;-4,63193100057165E-08;0
-64;-5,48378219222408E-08;0
-63;-1,06237608078282E-08;0
-62;5,00246236025358E-08;0
-61;6,97767438057139E-08;0
-60;2,35193362332469E-08;0
-59;-5,25475765384527E-08;0
-58;-8,77367482255805E-08;0
-57;-4,13191239683192E-08;0
-56;5,30328091092927E-08;0
-55;1,092553857363E-07;0
-54;6,57162534429225E-08;0
-53;-5,01775620528422E-08;0
-52;-1,34939725650357E-07;0
-51;-9,90700907147155E-08;0
-50;4,19799698758334E-08;0
-49;1,65444130216349E-07;0
-48;1,44723871791471E-07;0
-47;-2,53240114305039E-08;0
-46;-2,01406366973219E-07;0
-45;-2,07505762421181E-07;0
-44;-4,72291008087933E-09;0
-43;2,43294213185963E-07;0
-42;2,94540743496437E-07;0
-41;5,61344758704764E-08;0
-40;-2,91059714617045E-07;0
-39;-4,16606677964733E-07;0
-38;-1,42133863966437E-07;0
-37;3,43373802988749E-07;0
-36;5,9047917081282E-07;0
-35;2,85336032759762E-07;0
-34;-3,9592010557219E-07;0
-33;-8,43151455245174E-07;0
-32;-5,2588096176217E-07;0
-31;4,3749650286952E-07;0
-30;1,21979062259536E-06;0
-29;9,38287534834716E-07;0
-28;-4,40743029539839E-07;0
-27;-1,79958664991571E-06;0
-26;-1,66870203638171E-06;0
-25;3,3881961287209E-07;0
-24;2,72947902358097E-06;0
-23;3,02392208523085E-06;0
-22;3,77846095971684E-08;0
-21;-4,30196953207009E-06;0
-20;-5,7058721553467E-06;0
-19;-1,1500530199272E-06;0
-18;7,15382652173025E-06;0
-17;1,15107096558937E-05;0
-16;4,39298894769467E-06;0
-15;-1,28449381771642E-05;0
-14;-2,57856510319616E-05;0
-13;-1,47107008202031E-05;0
-12;2,58751467425585E-05;0
-11;6,82960119212337E-05;0
-10;5,43966714217948E-05;0
-9;-6,28037923257782E-05;0
-8;-0,000241483584726234;0
-7;-0,000273516485728055;0
-6;0,000215432149729318;0
-5;0,00153182791479735;0
-4;0,00294475679108143;0
-3;-0,00172097570804716;0
-2;-0,0534880839309225;0
-1;-0,420735492403948;0
0;0;0
1;0,420735492403948;0
2;0,0534880839309225;0
3;0,00172097570804716;0
4;-0,00294475679108143;0
5;-0,00153182791479735;0
6;-0,000215432149729318;0
7;0,000273516485728055;0
8;0,000241483584726234;0
9;6,28037923257782E-05;0
10;-5,43966714217948E-05;0
11;-6,82960119212337E-05;0
12;-2,58751467425585E-05;0
13;1,47107008202031E-05;0
14;2,57856510319616E-05;0
15;1,28449381771642E-05;0
16;-4,39298894769467E-06;0
17;-1,15107096558937E-05;0
18;-7,15382652173025E-06;0
19;1,1500530199272E-06;0
20;5,7058721553467E-06;0
21;4,30196953207009E-06;0
22;-3,77846095971684E-08;0
23;-3,02392208523085E-06;0
24;-2,72947902358097E-06;0
25;-3,3881961287209E-07;0
26;1,66870203638171E-06;0
27;1,79958664991571E-06;0
28;4,40743029539839E-07;0
29;-9,38287534834716E-07;0
30;-1,21979062259536E-06;0
31;-4,3749650286952E-07;0
32;5,2588096176217E-07;0
33;8,43151455245174E-07;0
34;3,9592010557219E-07;0
35;-2,85336032759762E-07;0
36;-5,9047917081282E-07;0
37;-3,43373802988749E-07;0
38;1,42133863966437E-07;0
39;4,16606677964733E-07;0
40;2,91059714617045E-07;0
41;-5,61344758704764E-08;0
42;-2,94540743496437E-07;0
43;-2,43294213185963E-07;0
44;4,72291008087933E-09;0
45;2,07505762421181E-07;0
46;2,01406366973219E-07;0
47;2,53240114305039E-08;0
48;-1,44723871791471E-07;0
49;-1,65444130216349E-07;0
50;-4,19799698758334E-08;0
51;9,90700907147155E-08;0
52;1,34939725650357E-07;0
53;5,01775620528422E-08;0
54;-6,57162534429225E-08;0
55;-1,092553857363E-07;0
56;-5,30328091092927E-08;0
57;4,13191239683192E-08;0
58;8,77367482255805E-08;0
59;5,25475765384527E-08;0
60;-2,35193362332469E-08;0
61;-6,97767438057139E-08;0
62;-5,00246236025358E-08;0
63;1,06237608078282E-08;0
64;5,48378219222408E-08;0
65;4,63193100057165E-08;0
66;-1,39928969892794E-09;0
67;-4,24552031879576E-08;0
68;-4,19957835591829E-08;0
69;-5,06393417669818E-09;0
70;3,22320137161964E-08;0
71;3,74258836252702E-08;0
72;9,44499194001205E-09;0
73;-2,38314736837339E-08;0
74;-3,28529081684864E-08;0
75;-1,22558142626328E-08;0
76;1,69685460543591E-08;0
77;2,84333901623857E-08;0
78;1,38856589086851E-08;0
79;-1,14020984270972E-08;0
80;-2,42648591225224E-08;0
81;-1,4632658771891E-08;0
82;6,92797390475325E-09;0
83;2,040452380723E-08;0
84;1,47265009448784E-08;0
85;-